rank_index,singular_value,variance_share,cumulative_variance
38,4.380800246213617,0.0048139828643272405,0.19743982988623726
39,4.3752967176375925,0.004801895004189454,0.20224172489042672
40,4.371787580911414,0.004794195526937022,0.20703592041736374
41,4.36620127435756,0.00478195122898592,0.21181787164634966
42,4.351325083833769,0.004749421335642184,0.21656729298199184
43,4.346384246373417,0.004738641724485652,0.2213059347064775
44,4.3399302716708625,0.0047245792920923135,0.2260305139985698
45,4.336144044263483,0.004716339284790052,0.23074685328335984
46,4.323254000707096,0.0046883404649268635,0.2354351937482867
47,4.319407280877104,0.004680001047990639,0.24011519479627733
48,4.311983628032617,0.004663928080036849,0.24477912287631418
49,4.3064362644808245,0.004651935519586093,0.24943105839590027
50,4.296071570554647,0.004629569989447379,0.25406062838534765
51,4.288414355019969,0.004613081426635557,0.25867370981198323
52,4.2835329385676495,0.004602585446722092,0.26327629525870533
53,4.271684904687636,0.00457715962495681,0.26785345488366213
54,4.267759505059139,0.004568751268180087,0.2724222061518422
55,4.258964560086327,0.0045499402209513845,0.2769721463727936
56,4.256750635830243,0.004545211087984544,0.28151735746077816
57,4.245827718532281,0.004521914789259572,0.2860392722500377
58,4.240871333201214,0.004511363597813904,0.2905506358478516
59,4.235219931256409,0.004499347887226582,0.2950499837350782
60,4.227142941834463,0.004482202835618184,0.29953218657069636
61,4.221302031966354,0.004469824708946515,0.3040020112796429
62,4.219838911688967,0.004466726727450663,0.30846873800709357
63,4.20544710901093,0.004436311050462039,0.3129050490575556
64,4.193170833052666,0.004410448455036797,0.3173154975125924
65,4.188905325049931,0.004401479951126,0.3217169774637184
66,4.1851682421510334,0.00439362999658001,0.3261106074602984
67,4.179506357485785,0.004381750235469969,0.3304923576957684
68,4.171120087885814,0.004364183724359136,0.33485654142012755
69,4.166440714998939,0.004354397294072536,0.3392109387142001
70,4.159697006727014,0.004340312840475642,0.34355125155467575
71,4.156610784411772,0.0043338747748411025,0.34788512632951685
72,4.153490150332545,0.0043273697825828485,0.3522124961120997
73,4.145910629186828,0.004311590540304704,0.3565240866524044
74,4.136004909941796,0.004291012005475096,0.36081509865787953
75,4.134028521550911,0.004286912068339513,0.36510201072621906
76,4.132049657730346,0.004282808959330792,0.36938481968554987
77,4.120679598368857,0.004259271587506557,0.3736440912730564
78,4.113877546141543,0.004245221538203148,0.3778893128112596
79,4.110655859640413,0.00423857505082039,0.38212788786207996
80,4.102335657876526,0.004221434180446963,0.3863493220425269
81,4.101318659686805,0.004219341392766358,0.3905686634352933
82,4.096948238747142,0.004210353808826811,0.3947790172441201
83,4.087632689508259,0.004191228760054857,0.39897024600417497
84,4.079979299786037,0.004175548741758328,0.4031457947459333
85,4.077554193494699,0.0041705863930161305,0.40731638113894947
86,4.065632810242037,0.004146235286711405,0.4114626164256609
87,4.062565382278316,0.00413998116548133,0.4156025975911422
88,4.059785573310901,0.004134317542429582,0.4197369151335718
89,4.058523796580695,0.004131748059425275,0.4238686631929971
90,4.050161332303411,0.004114738919636419,0.4279834021126335
91,4.041109214031875,0.0040963665751142814,0.43207976868774783
92,4.032892897758565,0.004079726179569184,0.43615949486731703
93,4.030770543004051,0.004075433306872299,0.44023492817418935
94,4.018951147365336,0.004051567629020319,0.44428649580320967
95,4.014099614807304,0.0040417917211537585,0.44832828752436343
96,4.012719058888934,0.00403901203929469,0.4523672995636581
97,4.006854018317903,0.0040272137264388405,0.45639451329009695
98,3.9948314197181527,0.004003082607500284,0.4603975958975972
99,3.9887467003009744,0.003990897320176574,0.4643884932177738
100,3.981304933680933,0.003976019653673353,0.46836451287144715
101,3.976932024309984,0.003967290241876672,0.47233180311332384
102,3.9746430722362347,0.003962724750753781,0.4762945278640776
103,3.9665533140711675,0.003946610166197219,0.48024113803027485
104,3.9564767998901607,0.003926583933170275,0.48416772196344515
105,3.94537761760431,0.003904584188197234,0.4880723061516424
106,3.9395636349740903,0.00389308492987481,0.4919653910815172
107,3.9380492690561364,0.003890092506065619,0.49585548358758286
108,3.934686740728798,0.003883452181935247,0.4997389357695181
109,3.9310475751145613,0.0038762719457251862,0.5036152077152433
110,3.9197370282935444,0.003853998146415339,0.5074692058616586
111,3.9143373488866096,0.0038433872199667703,0.5113125930816254
112,3.9120009560535856,0.003838800501111909,0.5151513935827373
113,3.9092621749467233,0.0038334273153073526,0.5189848208980447
114,3.9073319279708407,0.003829642644766793,0.5228144635428115
115,3.8978529608328825,0.003811084188362844,0.5266255477311743
116,3.895274895691049,0.0038060445041242603,0.5304315922352986
117,3.888802421157472,0.003793406597865925,0.5342249988331645
118,3.8799131226680705,0.003776083947193667,0.5380010827803582
119,3.872310940373706,0.0037613009588515723,0.5417623837392097
120,3.869883673894032,0.003756587071709722,0.5455189708109194
121,3.8644328587766053,0.0037460120557379372,0.5492649828666574
122,3.8574997957353343,0.003732582897315389,0.5529975657639727
123,3.8500721230239097,0.003718222449501106,0.5567157882134739
124,3.8468476696879232,0.003711997000274023,0.5604277852137479
125,3.837267890341459,0.0036935320972205756,0.5641213173109685
126,3.8357550010766888,0.003690620231972146,0.5678119375429407
127,3.8269178649721827,0.003673634296605234,0.571485571839546
128,3.8250184618388694,0.0036699885528888674,0.5751555603924349
129,3.819037426866107,0.0036585202848750413,0.5788140806773099
130,3.817503054294496,0.0036555811120535125,0.5824696617893634
131,3.8099681143377953,0.0036411646727127728,0.5861108264620762
132,3.802186577601689,0.003626306321637948,0.5897371327837142
133,3.8010256965900004,0.003624092296937932,0.5933612250806521
134,3.794301704641414,0.0036112816423303873,0.5969725067229825
135,3.7898148219312335,0.003602745780974956,0.6005752525039575
136,3.7744993835904297,0.0035736857127389426,0.6041489382166965
137,3.773385287639168,0.0035715763780738313,0.6077205145947703
138,3.7715107689406278,0.0035680287288162174,0.6112885433235865
139,3.7638502484066403,0.0035535490148299233,0.6148420923384165
140,3.760162445083691,0.0035465889239687104,0.6183886812623852
141,3.757309561407828,0.003541209280156347,0.6219298905425416
142,3.746984780074464,0.0035217741093866114,0.6254516646519281
143,3.7438767706801763,0.003515934124388572,0.6289675987763167
144,3.739379591524412,0.0035074924528303987,0.6324750912291471
145,3.7370725339957676,0.0035031658042807387,0.6359782570334279
146,3.731175607792455,0.0034921188623610964,0.639470375895789
147,3.7200321748969443,0.0034712910663908273,0.6429416669621799
148,3.7115260475728244,0.0034554344908047825,0.6463971014529847
149,3.70852058155696,0.003449840572823845,0.6498469420258085
150,3.706516170935077,0.0034461123862185796,0.6532930544120271
151,3.6981308602993956,0.0034305376336723364,0.6567235920456994
152,3.6939671750875487,0.0034228171724803628,0.6601464092181798
153,3.6893971812702153,0.003414353330403068,0.6635607625485829
154,3.6851794228464954,0.003406551142038933,0.6669673136906218
155,3.681157786607716,0.0033991200606203822,0.6703664337512422
156,3.6721095304194717,0.0033824305777079115,0.6737488643289501
157,3.6662468853850814,0.003371638873349868,0.6771205032023
158,3.6612883953027873,0.0033625249576880894,0.6804830281599881
159,3.65330492761485,0.0033478769217973677,0.6838309050817855
160,3.64751541544822,0.003337274348809736,0.6871681794305952
161,3.642470319430142,0.0033280487672436286,0.6904962281978387
162,3.633518444848456,0.0033117105883494567,0.6938079387861882
163,3.6288957531935204,0.0033032893961666685,0.6971112281823548
164,3.6238273138208,0.003294068503022658,0.7004052966853774
165,3.6164120521557734,0.003280601311281754,0.7036858979966591
166,3.612150445829419,0.00327287409786582,0.706958772094525
167,3.605522267502002,0.003260873883402058,0.710219645977927
168,3.5987648446297724,0.0032486623627525544,0.7134683083406795
169,3.5924150153278056,0.003237208292564649,0.7167055166332442
170,3.586780834526458,0.0032270620738729114,0.7199325787071171
171,3.5830664249057556,0.003220381752776889,0.723152960459894
172,3.575571327762337,0.0032069229852743353,0.7263598834451683
173,3.5675788946654503,0.003192602213240937,0.7295524856584092
174,3.562696567217946,0.00318386986896192,0.7327363555273712
175,3.5553952112988934,0.003170833256929386,0.7359071887843005
176,3.553157180314432,0.0031668425953320593,0.7390740313796326
177,3.549921713825669,0.003161077835977349,0.7422351092156099
178,3.5448869240431193,0.0031521175954778917,0.7453872268110877
179,3.533037046962825,0.003131078969300125,0.7485183057803878
180,3.531337453259668,0.0031280672363117015,0.7516463730166995
181,3.5223247526614965,0.0031121206679061843,0.7547584936846057
182,3.5132585580786486,0.003096120564693014,0.7578546142492987
183,3.512007711913968,0.0030939162970326306,0.7609485305463313
184,3.5082396059680034,0.0030872808046383863,0.7640358113509697
185,3.49886295713684,0.0030707997968732717,0.767106611147843
186,3.4972945048076123,0.003068047289206205,0.7701746584370491
187,3.490867171918312,0.00305678072810563,0.7732314391651548
188,3.4809311001882035,0.003039404433596702,0.7762708435987515
189,3.4715004722481697,0.0030229578774231933,0.7792938014761748
190,3.468778639637094,0.003018219430852715,0.7823120209070275
191,3.4614503085330033,0.00300547999184995,0.7853175008988774
192,3.454786333086205,0.0029939188462421076,0.7883114197451195
193,3.4494772632369255,0.002984724233521045,0.7912961439786406
194,3.4468000961204273,0.002980093094265123,0.7942762370729057
195,3.4410033318724893,0.002970077792928918,0.7972463148658346
196,3.435984049480308,0.002961419395904575,0.8002077342617392
197,3.4263091171956144,0.002944765538562302,0.8031524998003015
198,3.4193888772813175,0.002932882253229401,0.8060853820535309
199,3.4137102578842784,0.002923148997783429,0.8090085310513143
200,3.4129186371019897,0.0029217934303704743,0.8119303244816848
201,3.4059130689894834,0.002909810832907862,0.8148401353145927
202,3.401732280379898,0.0029026715799495293,0.8177428068945422
203,3.3856854732270847,0.0028753509410140154,0.8206181578355561
204,3.379811486325088,0.0028653824294890473,0.8234835402650452
205,3.3730674978095427,0.0028539588179272114,0.8263374990829724
206,3.3702897762464006,0.002849260282363295,0.8291867593653357
207,3.359550318784358,0.0028311308283232774,0.832017890193659
208,3.358326506574936,0.0028290685633923962,0.8348469587570514
209,3.3453256500509387,0.0028072070071221175,0.8376541657641735
210,3.3436363310499666,0.002804372562132314,0.8404585383263058
211,3.3356868937319164,0.0027910537194917157,0.8432495920457975
212,3.3340502512096446,0.002788315550881145,0.8460379075966786
213,3.329819090189409,0.002781242876490331,0.8488191504731689
214,3.321037561365983,0.0027665926156589735,0.8515857430888278
215,3.3145688576385424,0.002755825595717075,0.8543415686845449
216,3.3128755517234945,0.0027530105908027984,0.8570945792753477
217,3.3073263312838876,0.0027437954739003797,0.8598383747492481
218,3.3056415445274094,0.002741000749470182,0.8625793754987182
219,3.2998385252171443,0.0027313855999838224,0.8653107610987021
220,3.29278463737804,0.0027197206081217493,0.8680304817068238
221,3.2803403797226625,0.002699202442778551,0.8707296841496024
222,3.277817960507064,0.002695052932902551,0.8734247370825049
223,3.271100056032804,0.0026840172041836894,0.8761087542866886
224,3.2593921876997687,0.0026648384061388904,0.8787735926928274
225,3.2498395976773433,0.002649241138877269,0.8814228338317047
226,3.248512653079726,0.002647078153028728,0.8840699119847335
227,3.243396488698403,0.002638746818729371,0.8867086588034628
228,3.2386937545894403,0.002631100310929797,0.8893397591143927
229,3.2325304215221564,0.002621095711128063,0.8919608548255207
230,3.223582349868672,0.002606604716374167,0.8945674595418949
231,3.221662193101976,0.0026035003446056755,0.8971709598865005
232,3.217513715616384,0.0025967996987467496,0.8997677595852472
233,3.2113113842072374,0.002586797759386804,0.902354557344634
234,3.19919345436293,0.002567311956523766,0.9049218693011578
235,3.1974628613147087,0.0025645351500677505,0.9074864044512255
236,3.1872668813106113,0.00254820579124897,0.9100346102424745
237,3.1839453935667708,0.0025428975290358955,0.9125775077715104
238,3.171793813668735,0.00252352454798193,0.9151010323194922
239,3.16541325699857,0.002513381835684383,0.9176144141551766
240,3.1576508459985275,0.002501070027041524,0.9201154841822181
241,3.1490966850127857,0.0024875374501500997,0.9226030216323682
242,3.147149624023146,0.002484462352558482,0.9250874839849267
243,3.141801086005128,0.002476024908305529,0.9275635088932322
244,3.1364473563861233,0.002467593646599507,0.9300311025398318
245,3.129205046191103,0.002456211057501796,0.9324873135973336
246,3.1214041841080453,0.002443980040016681,0.9349312936373503
247,3.1178845656975787,0.0024384716040665297,0.9373697652414168
248,3.1048536455506768,0.0024181314493287045,0.9397878966907455
249,3.098273174336902,0.002407892266631564,0.942195788957377
250,3.0886099299058314,0.0023928956767798023,0.9445886846341568
251,3.082612438473472,0.0023836116054128296,0.9469722962395696
252,3.0660974471229028,0.002358139784588955,0.9493304360241586
253,3.0551714510134667,0.0023413633318523637,0.9516717993560109
254,3.051048944122904,0.0023350489403693854,0.9540068482963803
255,3.047382196427029,0.0023294397937738075,0.956336288090154
256,3.0444121782647713,0.002324901402045902,0.9586611894921999
257,3.0331446368514867,0.0023077240653363116,0.9609689135575362
258,3.02470260968635,0.002294895954557354,0.9632638095120936
259,3.0098770218412225,0.0022724542116211843,0.9655362637237147
260,2.99584474524335,0.0022513148930630735,0.9677875786167778
261,2.9905913910372632,0.002243426243277851,0.9700310048600557
262,2.9832482280802135,0.0022324226542096044,0.9722634275142653
263,2.9735935535422544,0.002217996474381868,0.9744814239886472
264,2.965486877244294,0.002205919457399902,0.9766873434460471
265,2.9602820245446875,0.002198182845845253,0.9788855262918924
266,2.9523498222581135,0.0021864183787975414,0.9810719446706899
267,2.9412112812273987,0.002169951786306038,0.983241896456996
268,2.9321719893795044,0.002156634357348465,0.9853985308143445
269,2.9187789978194805,0.0021369780608919,0.9875355088752363
270,2.902572371782228,0.0021133126492603334,0.9896488215244966
271,2.896735168846043,0.002104821263506633,0.9917536427880033
272,2.887564021089745,0.002091514511067771,0.9938451572990711
273,2.879952706815762,0.002080503019371747,0.9959256603184429
274,2.862347524541202,0.0020551444902355887,0.9979808048086785
275,2.8372024910883913,0.0020191951913211617,0.9999999999999997
